gene_name,TCGA-UCEC(Asian)(20)
HEATR5B,0.15
ITGA2B,0.15
SPRR1B,0.15
EIF2AK2,0.15
C17orf104,0.15
DBF4B,0.15
SULT6B1,0.15
MYLK3,0.15
QPCT,0.15
ORC6,0.15
IVL,0.15
SHCBP1,0.15
GJC1,0.15
LBH,0.15
CLIP4,0.15
DNMT3A,0.15
OGFOD1,0.15
DTNB,0.15
RAB10,0.15
INTS4P2,0.15
SHC1,0.15
HAP1,0.15
FKBP10,0.15
PRSS54,0.15
CCDC113,0.15
OTOF,0.15
C2orf70,0.15
KIFC3,0.15
TMEM214,0.15
CPNE2,0.15
CAD,0.15
STAT3,0.15
C2orf71,0.15
FAM134C,0.15
CNTNAP1,0.15
VPS25,0.15
GNAO1,0.15
CRTC2,0.15
WNK4,0.15
PPM1G,0.15
ILF2,0.15
USPL1,0.15
C2orf16,0.15
RBKS,0.15
SULT2A1,0.15
TRMT61B,0.15
FAM179A,0.15
AL078471.5,0.15
SIRPB1,0.15
HECTD3,0.15
KBTBD8,0.15
METTL21C,0.15
NCEH1,0.15
SGPP1,0.15
PDE4C,0.15
FNDC3B,0.15
DHDDS,0.15
PPP2R5E,0.15
C3orf67,0.15
PLD1,0.15
ZNF683,0.15
AIM1L,0.15
HIF1A,0.15
EVI5L,0.15
SYNPR,0.15
TRMT5,0.15
CASZ1,0.15
KDELC1,0.15
EIF5A2,0.15
MNAT1,0.15
SLC7A14,0.15
PAF1,0.15
MASP2,0.15
PSMD6,0.15
TPP2,0.15
FCER2,0.15
ZNF568,0.15
APPL1,0.15
SYTL1,0.15
ZNF529,0.15
CRTC1,0.15
CCDC39,0.15
RALGAPB,0.15
ZNF382,0.15
TM9SF2,0.15
ZNF557,0.15
USP13,0.15
PIK3CD,0.15
TAZ,0.15
AKAP5,0.15
ZIC5,0.15
GNB4,0.15
DOK5,0.15
LRRFIP1P1,0.15
ZNF567,0.15
ZMAT3,0.15
DENND6A,0.15
XAB2,0.15
ZNF829,0.15
SLMAP,0.15
CNKSR1,0.15
PPP1R16B,0.15
SPATA45,0.15
DHRS7,0.15
CGGBP1,0.15
ATG14,0.15
OTOL1,0.15
WDHD1,0.15
UNC13A,0.15
FAM129C,0.15
ARL6,0.15
MINA,0.15
CNIH1,0.15
CDKN3,0.15
FERMT2,0.15
OR7D2,0.15
SPTSSB,0.15
MTHFR,0.15
CLDND1,0.15
ZNF699,0.15
GNG2,0.15
FRMD6,0.15
ZNF266,0.15
PYGL,0.15
TOP1,0.15
TBC1D23,0.15
ZNF560,0.15
FCHO1,0.15
COL4A1,0.15
PELI2,0.15
SHQ1,0.15
PRKCI,0.15
MITF,0.15
JKAMP,0.15
ZNF569,0.15
L3HYPDH,0.15
DAAM1,0.15
RYBP,0.15
PDIK1L,0.15
CYP24A1,0.15
PTCHD2,0.15
EBLN2,0.15
EXOC5,0.15
CNTN3,0.15
LRRC31,0.15
PSMA3,0.15
LRRC34,0.15
FAM86DP,0.15
FAM155A,0.15
PLXNA3,0.15
MYO16,0.15
STMN1,0.15
ZNF717,0.15
FUT8,0.15
GPHN,0.15
DOCK9,0.15
SLC15A1,0.15
ST6GAL1,0.15
ANGEL1,0.15
VASH1,0.15
ZNF14,0.15
ATP13A1,0.15
DNAJB11,0.15
TBCCD1,0.15
RNF219,0.15
SEMA3B,0.15
ZNF146,0.15
DGKG,0.15
EEF2,0.15
RBM26,0.15
BPI,0.15
NEK9,0.15
PRX,0.15
ZMYND10,0.15
DNAJC11,0.15
PUM1,0.15
TRA2B,0.15
TMIGD2,0.15
FSD1,0.15
SENP2,0.15
TAS1R1,0.15
RTP2,0.15
MST1R,0.15
SNW1,0.15
PTPN21,0.15
EIF3I,0.15
C3orf84,0.15
CCDC36,0.15
SEL1L,0.15
PCDH20,0.15
MB21D2,0.15
NAA10,0.15
ZNF90,0.15
GNA15,0.15
CCDC50,0.15
UBA7,0.15
APEH,0.15
TBC1D4,0.15
VIPAS39,0.15
ZNF682,0.15
KHDRBS1,0.15
IP6K1,0.15
LMO7,0.15
ZNF253,0.15
SAMD15,0.15
COL16A1,0.15
SLITRK6,0.15
MECR,0.15
SH3GL1,0.15
ITIH1,0.15
STAB1,0.15
SLC45A1,0.15
SRSF5,0.15
CASS4,0.15
EIF2B5,0.15
STKLD1,0.15
SLC2A7,0.15
EYA3,0.15
ABCC5,0.15
SMPDL3B,0.15
ACTN1,0.15
ZNF780A,0.15
SFMBT1,0.15
PARL,0.15
MAP6D1,0.15
YEATS2,0.15
PLEKHH1,0.15
SUGP2,0.15
KLHL6,0.15
FARP1,0.15
IL17RB,0.15
ZNF260,0.15
ADAM21P1,0.15
SAFB,0.15
ENTPD5,0.15
NUMB,0.15
CHAF1A,0.15
MAP3K13,0.15
CNTD2,0.15
FEM1A,0.15
TICAM1,0.15
GPC5,0.15
C14orf169,0.15
HEATR4,0.15
PER3,0.15
PCBP4,0.15
UHRF1,0.15
SAFB2,0.15
PAPLN,0.15
ZNF566,0.15
CLDN10,0.15
RBM25,0.15
RPEL1,0.15
ZFYVE1,0.15
SIPA1L1,0.15
PSMD2,0.15
MAP3K9,0.15
MED6,0.15
NIN,0.15
ARF6,0.15
QRICH1,0.15
GK5,0.15
ZNF44,0.15
ZIC4,0.15
CYP4F12,0.15
ZNF443,0.15
GATA2,0.15
SYS1,0.15
FHAD1,0.15
EDDM3A,0.15
ACAD9,0.15
RP11-723O4.6,0.15
CYP4F8,0.15
C3orf58,0.15
SLC9A9,0.15
RASAL3,0.15
U2SURP,0.15
WIZ,0.15
PAQR9,0.15
TNNC2,0.15
DDI2,0.15
ILVBL,0.15
TRPC1,0.15
PLS1,0.15
PLTP,0.15
ZIC1,0.15
SEMG2,0.15
SEC61A1,0.15
ACIN1,0.15
CCDC151,0.15
SLC41A3,0.15
OR4K17,0.15
ECE1,0.15
PDPN,0.15
RNF13,0.15
OR11G2,0.15
HOMEZ,0.15
TTC5,0.15
FUNDC2,0.15
PSMB11,0.15
MGLL,0.15
SMG1P4,0.15
CP,0.15
KAZN,0.15
PLXNA1,0.15
ZNF441,0.15
PLA2G2D,0.15
ZNF844,0.15
ZNF788,0.15
BRCC3,0.15
ZNF20,0.15
ATR,0.15
FBXW9,0.15
SENP7,0.15
SLC12A5,0.15
CATSPERG,0.15
ZMYND8,0.15
ZSWIM4,0.15
NCOA3,0.15
CC2D1A,0.15
MST1L,0.15
TF,0.15
CROCC,0.15
OR7A10,0.15
C3orf36,0.15
ARFGEF2,0.15
MST1P2,0.15
PPP2R3A,0.15
PALM3,0.15
DDX27,0.15
PTGIS,0.15
B4GALT5,0.15
TMLHE,0.15
ARMC8,0.15
DNAJB1,0.15
FBXO42,0.15
SZRD1,0.15
FAIM,0.15
UBA5,0.15
ACKR4,0.15
PADI2,0.15
ALG1L2,0.15
TAS1R2,0.15
NCOA5,0.15
MAST1,0.15
TRAV36DV7,0.15
EFCAB12,0.15
TFDP2,0.15
RNASE2,0.15
CASP14,0.15
PADI6,0.15
PLXND1,0.15
FARSA,0.15
ACAD11,0.15
ASTE1,0.15
SLC25A36,0.15
CLSTN2,0.15
RNASE7,0.15
TRAV20,0.15
EYA2,0.15
CPNE4,0.15
PADI1,0.15
OR7C2,0.15
ACPP,0.15
NGDN,0.15
ZFHX2,0.15
PRAMEF18,0.15
DHRS2,0.15
SSTR1,0.15
PLCXD2,0.15
TMPRSS7,0.15
PROZ,0.15
GCSAM,0.15
PTPRT,0.15
MLF1,0.15
BTLA,0.15
SRSF6,0.15
ZNF436,0.15
CD200R1L,0.15
SFTA3,0.15
HNRNPR,0.15
BRMS1L,0.15
BOC,0.15
RALGAPA1,0.15
KIAA2018,0.15
NFKBIA,0.15
HTR1D,0.15
PPP2R3C,0.15
ADPRHL1,0.15
CFL2,0.15
CDC37,0.15
CD96,0.15
C1orf158,0.15
EMILIN3,0.15
ZPLD1,0.15
NEMF,0.15
ZNF846,0.15
PLCG1,0.15
KPNA4,0.15
IFT80,0.15
RDH8,0.15
IL12A-AS1,0.15
TSHZ2,0.15
ZHX3,0.15
MDGA2,0.15
ALCAM,0.15
AADACL3,0.15
CBLB,0.15
KLHL28,0.15
IFT57,0.15
FSCB,0.15
VPS13D,0.15
IQCJ,0.15
TUBGCP3,0.15
ATP11A,0.15
SEC23A,0.15
ASAP3,0.15
ZBTB20,0.15
GAP43,0.15
ARHGAP5,0.15
P2RY14,0.15
OR4N2,0.15
AADACL2,0.15
KPNA1,0.15
IGSF10,0.15
PARP9,0.15
SMARCA4,0.15
DOCK6,0.15
PARP14,0.15
HSPBAP1,0.15
GPR87,0.15
HNF4A,0.15
MBNL1,0.15
OR4K2,0.15
OR4K5,0.15
SEMA5B,0.15
OR4K1,0.15
SIPA1L3,0.15
TTPAL,0.15
USP48,0.15
LRRC16B,0.15
HEG1,0.15
EPOR,0.15
WDR5B,0.15
POTEM,0.15
HEATR5A,0.15
PRAMEF4,0.15
UPK1B,0.15
STRN3,0.15
TMEM39A,0.15
LEKR1,0.15
LINC00886,0.15
ATP4B,0.15
MYBL2,0.15
KHNYN,0.15
KCNAB1,0.15
NWD1,0.15
JPH2,0.15
NOP9,0.15
FBXO40,0.15
ADCY4,0.15
IQCB1,0.15
ZFP64,0.15
LTB4R,0.15
CHGB,0.15
UPF3A,0.15
CD86,0.15
PRAMEF6,0.15
DHX36,0.15
LAMB2,0.15
TLR9,0.15
TTC8,0.15
RSPO1,0.15
HAUS7,0.15
GGT7,0.15
ACSS2,0.15
ADGRG3,0.15
SLC26A1,0.15
PROSER1,0.15
MAN2B2,0.15
MYH7B,0.15
FAM83C,0.15
VILL,0.15
CEP250,0.15
ITM2B,0.15
ATP2B3,0.15
FER1L4,0.15
CPNE1,0.15
RBM12,0.15
NFS1,0.15
SEC22C,0.15
CEBPG,0.15
MAP1LC3A,0.15
RP11-545J16.1,0.15
SMAD7,0.15
ACAA1,0.15
LHFP,0.15
GJA9,0.15
KCTD15,0.15
SERPINB2,0.15
JAKMIP1,0.15
LCP1,0.15
RRAGC,0.15
LIPG,0.15
LRCH1,0.15
CDH19,0.15
C18orf32,0.15
NHLRC3,0.15
SCN11A,0.15
RP11-35N6.1,0.15
WDR48,0.15
DOK6,0.15
WDR88,0.15
CCDC13,0.15
GRIK3,0.15
ANO10,0.15
SOGA1,0.15
ACSM6,0.15
AC022007.5,0.15
DLK1,0.15
CD22,0.15
MKRN3,0.15
POU2F2,0.15
PSG5,0.15
LMLN,0.15
ST3GAL3,0.15
FFAR3,0.15
ZNF852,0.15
ACKR1,0.15
KIAA0319L,0.15
ZMYM4,0.15
SNRPN,0.15
ZNF197,0.15
RTL1,0.15
APLP1,0.15
NIPA2,0.15
FANCD2,0.15
PSG11,0.15
RHPN2,0.15
CAB39L,0.15
CNBD2,0.15
TATDN2,0.15
CYP8B1,0.15
PIGG,0.15
SETDB2,0.15
ZNF662,0.15
ZNF732,0.15
SLC7A9,0.15
KIRREL2,0.15
MAG,0.15
ARL11,0.15
SNRK,0.15
RNY4P30,0.15
ZNF526,0.15
CTBP1,0.15
MAEA,0.15
ZMYM1,0.15
ADGRE5,0.15
ADGRF1,0.15
ZMPSTE24,0.15
VSX1,0.15
ELF1,0.15
ZNF30,0.15
MYLK2,0.15
SGOL1,0.15
ADGRF5,0.15
FOXO1,0.15
PPP2R5C,0.15
TMCO2,0.15
CCDC30,0.15
TTLL9,0.15
SMAD4,0.15
RP4-806M20.3,0.15
DNAJC15,0.15
IGHV4-59,0.15
NUP210,0.15
ZNF181,0.15
PLCL2,0.15
C18orf54,0.15
CTSZ,0.15
ZNF337,0.15
DEFB118,0.15
CTPS1,0.15
BOD1L2,0.15
EAF1,0.15
FGD5,0.15
C3orf20,0.15
FECH,0.15
HIVEP3,0.15
RAB27B,0.15
BTD,0.15
CETN2,0.15
GALNT15,0.15
TMEM128,0.15
REM1,0.15
WBP4,0.15
EXO5,0.15
IQSEC1,0.15
ENOX1,0.15
CST11,0.15
KIF3B,0.15
STT3B,0.15
TDRD9,0.15
MYO5B,0.15
ADGRG2,0.15
BAG5,0.15
ACAA2,0.15
TSEN2,0.15
PCK1,0.15
EFCAB8,0.15
ADGRB3,0.15
ADGRB2,0.15
LSM14A,0.15
KDSR,0.15
CPB2,0.15
DCLK3,0.15
TRANK1,0.15
MLH1,0.15
PPIE,0.15
ADGRD1,0.15
ELAC1,0.15
C14orf79,0.15
PSG8,0.15
WHSC1,0.15
BRF1,0.15
THRB,0.15
KIAA0355,0.15
RARB,0.15
TPT1,0.15
TOP2B,0.15
NGLY1,0.15
LRRC3B,0.15
ZNF831,0.15
TTLL10,0.15
COG3,0.15
ADGRE1,0.15
CDH20,0.15
PLAGL2,0.15
PSG3,0.15
WARS,0.15
RCBTB1,0.15
SEC23B,0.15
ATP7B,0.15
YARS,0.15
MAGEA4,0.15
CNGA2,0.15
KIAA1522,0.15
PIK3C3,0.15
CTNNBL1,0.15
DHRS12,0.15
ASB2,0.15
ZNF730,0.15
S100PBP,0.15
AC011467.1,0.15
CELF4,0.15
TRNT1,0.15
RNF168,0.15
CNTN4,0.15
UBR7,0.15
TMEM251,0.15
UBXN7,0.15
MORN1,0.15
PTH1R,0.15
MACROD2,0.15
DICER1,0.15
MFI2,0.15
ESF1,0.15
CEACAM4,0.15
MAB21L1,0.15
CCRL2,0.15
LTF,0.15
RTP3,0.15
DAZAP1,0.15
ZNF254,0.15
KL,0.15
ZNF726,0.15
SERPINA3,0.15
ITPR1,0.15
ZNF675,0.15
ATP8B3,0.15
SETMAR,0.15
STARD13,0.15
GRPEL1,0.15
PRDM16,0.15
MEGF6,0.15
ZNF493,0.15
IP6K2,0.15
LINC00969,0.15
ZNF737,0.15
ACAP2,0.15
SMEK1,0.15
CELSR3,0.15
AVPR2,0.15
LSG1,0.15
RPS6KA5,0.15
TTC7B,0.15
KIAA1328,0.15
TMEM44,0.15
NRDE2,0.15
PTCH2,0.15
ARIH2,0.15
LRRN4,0.15
ZNF555,0.15
TGM2,0.15
ZNF556,0.15
STK25,0.15
FBXL5,0.15
COL7A1,0.15
PCDH8,0.15
AGAP7P,0.15
FBXW12,0.15
DRD5,0.15
FHOD3,0.15
LAMP5,0.15
CLNK,0.15
ZNF708,0.15
DFFB,0.15
ZNF431,0.15
B3GALTL,0.15
ZNF714,0.15
RP11-2H3.7,0.15
ATRIP,0.15
SDHAP1,0.15
MOCOS,0.15
LECT1,0.15
ZNF735,0.15
CCR2,0.15
MAGEA3,0.15
LZTFL1,0.15
GJA4,0.15
CEACAM3,0.15
MAGEA6,0.15
C14orf177,0.15
CPNE9,0.15
ZMYM6,0.15
PCSK2,0.15
SRC,0.15
KIAA0226,0.15
SPG20,0.15
C1orf94,0.15
GJB5,0.15
SETD5,0.15
LOXHD1,0.15
EDEM1,0.15
MAGEA12,0.15
TTLL3,0.15
DLG1,0.15
RRBP1,0.15
HHIPL1,0.15
SYNE3,0.15
ZNF271P,0.15
CDCP1,0.15
CCR1,0.15
SETD3,0.15
DPH2,0.15
GUCY1B2,0.15
LRCH3,0.15
C18orf25,0.15
DZANK1,0.15
SYNGR4,0.1
KCNH4,0.1
LIN37,0.1
OR7A5,0.1
TRBV21OR9-2,0.1
HPN,0.1
EPS15L1,0.1
GHDC,0.1
TECTB,0.1
LINC00671,0.1
DMKN,0.1
KRT10,0.1
TPM4,0.1
TMEM99,0.1
FBXW10,0.1
STAT5B,0.1
DNAJC12,0.1
MSS51,0.1
KRT35,0.1
CA11,0.1
KRT28,0.1
SLC2A11,0.1
DNAJC7,0.1
ZNF541,0.1
VWA2,0.1
CNP,0.1
ZSWIM8,0.1
MYBPC2,0.1
DHX8,0.1
MEOX1,0.1
KLHL11,0.1
NAPSA,0.1
NAPA,0.1
EMC10,0.1
PRR5-ARHGAP8,0.1
NOTCH3,0.1
GAPDHS,0.1
TBC1D28,0.1
CYP2D6,0.1
RUFY2,0.1
GRAMD4,0.1
CARD8,0.1
TECR,0.1
PIGO,0.1
DCAF12,0.1
TRIM16L,0.1
KAT2A,0.1
HNRNPH3,0.1
SREBF1,0.1
MYH14,0.1
ZNF792,0.1
TMEM143,0.1
ZDHHC6,0.1
EVPLL,0.1
TPRX1,0.1
TTC38,0.1
CYP4F2,0.1
KRT31,0.1
SLC5A10,0.1
PSAP,0.1
BECN1,0.1
PALD1,0.1
CPSF1,0.1
CABP5,0.1
SPACA4,0.1
CYTH2,0.1
SYDE1,0.1
SPOCK2,0.1
SLC1A6,0.1
LSR,0.1
RP5-1047A19.4,0.1
OR10H5,0.1
SAR1A,0.1
PRF1,0.1
CNTD1,0.1
NRBF2,0.1
CCDC105,0.1
WBP2NL,0.1
C10orf54,0.1
PLEKHS1,0.1
ARID3C,0.1
DCLRE1A,0.1
SPECC1L,0.1
U2AF1L4,0.1
C9orf131,0.1
3-Sep,0.1
KRTAP4-9,0.1
CBWD1,0.1
FUT2,0.1
EZH1,0.1
C10orf107,0.1
HAMP,0.1
PDCD4,0.1
ATP6V0A1,0.1
NR1H2,0.1
PPARA,0.1
CYP4F11,0.1
SGPL1,0.1
KIAA1279,0.1
FXYD3,0.1
STAT5A,0.1
KRT34,0.1
AOC3,0.1
KRT23,0.1
KRT40,0.1
MRPS16,0.1
OR10H1,0.1
FXYD7,0.1
OR7A17,0.1
PSME3,0.1
SUPV3L1,0.1
SMNDC1,0.1
HKDC1,0.1
NAGA,0.1
CNTFR,0.1
ADRA2A,0.1
MAMSTR,0.1
TSPAN15,0.1
SMC3,0.1
RPP25L,0.1
MCU,0.1
BCRP4,0.1
KRTAP1-3,0.1
KRTAP9-9,0.1
FFAR2,0.1
RGL4,0.1
VRK3,0.1
LIPA,0.1
SULT4A1,0.1
CCNE1,0.1
AC061975.1,0.1
PRR12,0.1
STAMBPL1,0.1
NLE1,0.1
FNDC8,0.1
FAS,0.1
CRTAC1,0.1
RAD51D,0.1
CH25H,0.1
GOLGA7B,0.1
RUVBL2,0.1
LIG3,0.1
IFNA1,0.1
ZNF830,0.1
SFRP5,0.1
UQCRFS1,0.1
C17orf75,0.1
ARMC6,0.1
COPRS,0.1
EVI2A,0.1
C10orf62,0.1
TMEM97,0.1
SLFN13,0.1
URI1,0.1
AP2B1,0.1
RASL10B,0.1
ZNF850,0.1
CCL3,0.1
ELL,0.1
PAPSS2,0.1
WSB1,0.1
CGB,0.1
TBC1D3P5,0.1
CCL5,0.1
MMP28,0.1
BIK,0.1
PDCD5,0.1
LIPK,0.1
ZNF507,0.1
UPF1,0.1
CERS1,0.1
NOS2,0.1
LURAP1L,0.1
IRF3,0.1
MTAP,0.1
HPS1,0.1
IFNE,0.1
ZNF536,0.1
LIPM,0.1
PI4K2A,0.1
EVI2B,0.1
TMEM161A,0.1
PBX4,0.1
FFAR4,0.1
RAB34,0.1
ALDH16A1,0.1
FLOT2,0.1
FRA10AC1,0.1
ZNF85,0.1
SLC35G1,0.1
ZNF66,0.1
CRLF3,0.1
TBCB,0.1
ZNF506,0.1
LRRC37BP1,0.1
NUFIP2,0.1
CD37,0.1
SLC6A4,0.1
GOSR1,0.1
PDLIM1,0.1
SH3GL2,0.1
CTC-260E6.2,0.1
AC078899.1,0.1
BLMH,0.1
CYP2C19,0.1
CYP2C8,0.1
TEFM,0.1
CEP55,0.1
PCGF5,0.1
ADAP2,0.1
MPP3,0.1
TNFAIP1,0.1
PNPLA5,0.1
ZFP82,0.1
PPP1R3C,0.1
SUGP1,0.1
RRP12,0.1
ARHGAP19,0.1
IFNA14,0.1
MAU2,0.1
TTC39B,0.1
GATAD2A,0.1
OMG,0.1
FCGRT,0.1
5-Mar,0.1
ALKBH6,0.1
IFNA21,0.1
IDE,0.1
HRC,0.1
SLC46A1,0.1
FOXN1,0.1
PARVB,0.1
PIGS,0.1
NUTM2A,0.1
ANKRD27,0.1
KRT222,0.1
ERBB2,0.1
PDCD11,0.1
GPI,0.1
INSL6,0.1
GGTLC2,0.1
NT5C2,0.1
HAUS8,0.1
SLC47A2,0.1
IKZF3,0.1
AS3MT,0.1
INSL4,0.1
WBP1L,0.1
ARL3,0.1
CCL4L1,0.1
PGAP3,0.1
ULK2,0.1
ACTR1A,0.1
AKAP10,0.1
BABAM1,0.1
SFTPA2,0.1
RLN1,0.1
APTX,0.1
NXNL1,0.1
CD274,0.1
PLEKHA4,0.1
UBA2,0.1
RRP7A,0.1
RPS24,0.1
AC004448.5,0.1
SORCS3,0.1
MED26,0.1
GSTO2,0.1
CCR7,0.1
GSTO1,0.1
MSL1,0.1
SAMD8,0.1
SFR1,0.1
MED24,0.1
ZNF503,0.1
WTIP,0.1
GLIS3,0.1
SLC1A1,0.1
SIN3B,0.1
PSMD3,0.1
GSDMA,0.1
SPATA6L,0.1
RNU6-1266P,0.1
PPAPDC2,0.1
IZUMO1,0.1
GSDMB,0.1
BAG1,0.1
AC016582.2,0.1
TMEM215,0.1
FBXO47,0.1
ATF5,0.1
USP22,0.1
PAX2,0.1
HIF1AN,0.1
TMEM11,0.1
SEC31B,0.1
PRMT1,0.1
IL33,0.1
PRODH2,0.1
MRM1,0.1
HKR1,0.1
WNT8B,0.1
LRIT1,0.1
PIGW,0.1
GPATCH1,0.1
SCD,0.1
GRID1,0.1
TTLL1,0.1
RAB3A,0.1
CHUK,0.1
ERLIN1,0.1
COX15,0.1
ENTPD7,0.1
SLC25A28,0.1
SNCG,0.1
SEMA4G,0.1
SLC5A5,0.1
SLC27A1,0.1
PDZD7,0.1
LASP1,0.1
TMEM254,0.1
NOLC1,0.1
PSMB3,0.1
ANXA11,0.1
DYDC1,0.1
HPS6,0.1
SRCIN1,0.1
NDUFB6,0.1
KCNIP2,0.1
TSPAN14,0.1
ARHGAP33,0.1
DDX58,0.1
DDX52,0.1
TADA2A,0.1
RP11-434D2.3,0.1
ACO1,0.1
AATF,0.1
LHX1,0.1
CDHR1,0.1
POLL,0.1
SFXN3,0.1
RPL18A,0.1
KPTN,0.1
AP1M2,0.1
ATP8B5P,0.1
ZNF223,0.1
CYP2A13,0.1
LCN12,0.1
FBXW5,0.1
AP3D1,0.1
MOB3A,0.1
SMTN,0.1
CYP2F1,0.1
HEMGN,0.1
NANS,0.1
PLA2G3,0.1
ASPSCR1,0.1
PATZ1,0.1
ANKS6,0.1
PMPCA,0.1
HNRNPUL1,0.1
ZNF222,0.1
OAZ1,0.1
PLA2G6,0.1
CYP2B6,0.1
ALYREF,0.1
CYP2A6,0.1
CYP2A7,0.1
ENTPD8,0.1
TDRD7,0.1
OSM,0.1
NDOR1,0.1
SEC14L2,0.1
TMOD1,0.1
SEC14L3,0.1
ZNF225,0.1
SEC14L4,0.1
AC092071.1,0.1
PES1,0.1
SLC35E4,0.1
REXO1,0.1
NR4A3,0.1
OR13C8,0.1
HEXDC,0.1
SLC5A4,0.1
C17orf62,0.1
MED16,0.1
VAV2,0.1
PPP3R2,0.1
DBH,0.1
ZNF574,0.1
MISP,0.1
ZNF750,0.1
B3GNTL1,0.1
MED22,0.1
GSK3A,0.1
PLAUR,0.1
SHC2,0.1
FBXO7,0.1
COL5A1,0.1
FCN1,0.1
TCF3,0.1
OGFOD3,0.1
ZNF45,0.1
ZNF283,0.1
CEACAM7,0.1
CEACAM6,0.1
LYPD5,0.1
SBNO2,0.1
YWHAH,0.1
DMRTC2,0.1
MSANTD3,0.1
SOHLH1,0.1
SECTM1,0.1
ABCA7,0.1
GLT6D1,0.1
TEX19,0.1
CD79A,0.1
RP11-23J9.4,0.1
THOP1,0.1
ZNF554,0.1
PLIN3,0.1
LRG1,0.1
AKR1C1,0.1
AKR1E2,0.1
C19orf47,0.1
ANKRD19P,0.1
USP36,0.1
C1QTNF1,0.1
ANKRD24,0.1
ZNF484,0.1
ENGASE,0.1
HIPK4,0.1
ZBTB7A,0.1
MATK,0.1
SHKBP1,0.1
SUN2,0.1
CEACAM20,0.1
AKR1C4,0.1
GCGR,0.1
OGN,0.1
TOMM40,0.1
LONP1,0.1
AUH,0.1
NFIL3,0.1
NF2,0.1
ZNRF4,0.1
BCAM,0.1
RBM17,0.1
IARS,0.1
FBXO18,0.1
CENPP,0.1
SEC14L1,0.1
TNRC6C,0.1
TMC6,0.1
BIRC5,0.1
ADARB2,0.1
GAA,0.1
EIF4A3,0.1
PTPDC1,0.1
MTMR3,0.1
DMC1,0.1
NFIC,0.1
ZNF367,0.1
CDC14B,0.1
EGLN2,0.1
TUBBP5,0.1
TLE6,0.1
CACNA1B,0.1
TSPAN10,0.1
OXLD1,0.1
ZNF77,0.1
ZNF57,0.1
FAM220CP,0.1
RP11-498P14.3,0.1
C19orf54,0.1
TMEM105,0.1
TUBB8,0.1
CBY1,0.1
JOSD1,0.1
ZMAT5,0.1
TJP3,0.1
SGSH,0.1
TOMM22,0.1
LTBP4,0.1
HIATL1,0.1
ZMYND11,0.1
ASCC2,0.1
SLC26A11,0.1
FBP1,0.1
ENDOV,0.1
CACTIN,0.1
ITPKC,0.1
GBGT1,0.1
OR13C5,0.1
AANAT,0.1
SLC27A4,0.1
SWI5,0.1
GATA6,0.1
RGS3,0.1
DNM1,0.1
SLC25A25,0.1
NAIF1,0.1
NCF4,0.1
CTIF,0.1
ZBTB7C,0.1
ANKRD29,0.1
TTC39C,0.1
CABYR,0.1
SMAD2,0.1
OSBPL1A,0.1
NOL12,0.1
POLE3,0.1
CXXC1,0.1
C9orf117,0.1
SKA1,0.1
SLC46A2,0.1
XRCC1,0.1
TXNL1,0.1
FOXRED2,0.1
H1F0,0.1
MC5R,0.1
SET,0.1
POLI,0.1
MEX3C,0.1
ODF2,0.1
ZNF519,0.1
SLC31A1,0.1
CACNG2,0.1
WDR31,0.1
MRO,0.1
TNFSF15,0.1
SS18,0.1
MIER2,0.1
LHX2,0.1
CRB2,0.1
SYT4,0.1
RC3H2,0.1
PDCL,0.1
OR5C1,0.1
KLHL14,0.1
ZNF397,0.1
ZSCAN30,0.1
ZNF24,0.1
RAB14,0.1
PSG9,0.1
RPRD1A,0.1
LHX6,0.1
SLC39A6,0.1
ELP2,0.1
RNF125,0.1
PSMB7,0.1
PSMA8,0.1
PSMD5,0.1
PSG2,0.1
TNFSF8,0.1
KATNAL2,0.1
ST8SIA5,0.1
ZBTB34,0.1
SH3BP1,0.1
CHST9,0.1
TEX101,0.1
LMX1B,0.1
DSC2,0.1
HAUS1,0.1
RABEPK,0.1
PSTPIP2,0.1
PSG4,0.1
SLC14A1,0.1
ST8SIA3,0.1
HSDL2,0.1
PTBP3,0.1
ENOSF1,0.1
FKTN,0.1
TMEM38B,0.1
TIMM21,0.1
ZNF428,0.1
METTL4,0.1
NDC80,0.1
NTNG2,0.1
CBLN2,0.1
LPIN2,0.1
IKBKAP,0.1
C22orf23,0.1
SERPINB8,0.1
MYL12A,0.1
MED27,0.1
TMEM245,0.1
SLC44A1,0.1
BARHL1,0.1
DOLK,0.1
CADM4,0.1
OR4F17,0.1
RBFA,0.1
GTF3C5,0.1
CTDP1,0.1
ATP9B,0.1
AK8,0.1
ZNF516,0.1
SMIM21,0.1
TSHZ1,0.1
ZADH2,0.1
LARGE,0.1
CNDP1,0.1
C18orf63,0.1
DDX31,0.1
CYB5A,0.1
SERPINB3,0.1
SERPINB13,0.1
TGIF1,0.1
PALM2,0.1
TXNDC2,0.1
VAPA,0.1
APCDD1,0.1
LPAR1,0.1
TOR1B,0.1
ASB6,0.1
APOL6,0.1
APOL5,0.1
CPLX4,0.1
PPP2R4,0.1
GNAL,0.1
CHMP1B,0.1
MPPE1,0.1
MALT1,0.1
NEDD4L,0.1
PPP4R1,0.1
USP20,0.1
FNBP1,0.1
L3MBTL4,0.1
ZBTB14,0.1
BCL2,0.1
MICALL1,0.1
ZCCHC2,0.1
HMGXB4,0.1
TMEM200C,0.1
AIF1L,0.1
RALBP1,0.1
HMOX1,0.1
